,,A,Created,Company Name,Reason
5617,5616,,18/03/2024 11:23:40,totvs,Hierarquia tóxica
5618,5617,,27/03/2024 17:34:47,totvs,"Politicagem e cadeia hierárquica completamente sem sentido. Vários cargos de gestão sem sentido, a ponto do colaborador não entender qual a função de cada cargo. O pior de tudo são pessoas alcançando esses cargos sem competência técnica nenhuma, apenas pelo jogo de compadre que acontece deliberadamente. Resultado: desorganização, produto ruim, experiência de trabalho decadente… a empresa tem “sorte” de ter uns caras diferenciados dentro, fazendo o trabalho dos outros. Mas logo esse cara adoece, ou sai ganhando o dobro pra uma concorrente qualquer…"
5619,5618,,27/03/2024 21:39:55,totvs,"Empresa de tecnologias sem tecnologia, as franquiadas são horríveis. Notebook pegaram no lixo pra eu trabalhar"
5620,5619,,27/03/2024 15:28:01,totvs  - consinco,Os líder não sabe liderar cada hora muda os processos nunca termina nada .Não tem um lugar de descanso  para funcionários e não tem um lugar para almoço que consiga suportar os funcionários. Eles estão fazendo o Funcionários vem de outras cidades a 3 horas da empresa 3 vezes da semana. E faz a gente senta em local marcado e não gosta que a gente mexa no celular. Se você não aceita e advertência.
5621,5620,,18/03/2024 09:31:00,totvs (supermercado),"Zero flexibilidade no híbrido, forçam a ir trabalhar dando advertência genérica por e-mail(assédio moral), gestão ruim"
5622,5621,,27/03/2024 10:12:59,tozzinifreire,"assedio moral, machismo, sexismo, homofobia, gerentes despreparados e desqualificados"
5623,5622,,27/03/2024 21:34:35,tpe - painéis elétricos,"Assédio moral, estágio de ""8 horas"" ""por fora"", obrigatório assinar concordando com mudança de feriados mesmo tendo que ser uma decisão ""democrática"" entre os funcionários"
5624,5623,,27/03/2024 18:18:27,tqi - https://www.tqi.com.br/,"Empresa cheio de processos trabalhistas - fui armada uma arapuca pra mim pelo Jean Tofoles (o careca) pra demitir inventando critérios inexistentes de PDI, empresa que gosta de dar golpe em funcionário, a pessoa mais falsa da empresa chama-se Analice que adora enganar funcionários, muitos relatos de golpe dessa empresa"
5625,5624,,26/03/2024 23:30:31,track.co,"CEO com ideias fora da realidade e mta cobrança, líder de RH tóxica com a posititiva arrogância, muito favoritismo, e  sem meritocracia, benefícios que são tirados, demissão em massa e salários baixos. O CPF antes não controlava recebimento de NFs, férias e pagamento."
5626,5625,,27/03/2024 07:25:28,track.co,"Diretores sem preparo, cada momento um discurso diferente que vai dar certo e no final e demissão em massa. Sem transparência, retiram benefícios, salários baixos, sem crescimento.RH despreparo e com positividade tóxica. Diz que um dos valores e ser um único time, mas já pediram para sair da mesa quando os acionistas chegarem."
5627,5626,,18/03/2024 09:54:48,track&field,Na ora da contratação fazem várias promessas e depois que você já está dentro da empresa alteram a regra do jogo sem qualquer contrapartida.
5628,5627,,27/03/2024 15:22:18,trackage,"o comercial sempre sendo culpado de tudo, diversas demissões inclusive a minha induzidas por familia do dono"
5629,5628,,27/03/2024 15:33:11,trackage,"Se vende a famosa meritocracia mas é um nepotismo do caralho. O Chefe do comercial(Irmão do dono) nao vende nada inventa coisas pras empresas e vende sonhos, até eu vendo assim. Depois os devs q se fodam para ""parametrizar"" o sistema mas na verdade o sistema não existe mas nao pode usar a melhores praticas pq o CTO/TL é o AMIGO DO DONO e ele define. Promessas vazias do RH(Pai do dono) e do DONO além de torrar 1 milhao de dolares de investidores com viajem para espanha ""para vender"" entre outras coisas como a Amiga do DONO que tem um cargo C level para fazer NADA. ENTRE OUTRAS COISAS."
5630,5629,,26/03/2024 23:20:15,tracktracerx,"Empresa suja que engana clientes, vendendo coisas que não existem. Contratam PJ com obrigação de CLT sem contar os casos de assédio e lavagem de dinheiro do próprio dono"
5631,5630,,18/03/2024 09:03:18,tractian,"Romantização sobre longas horas de trabalho, War room a cada 3 meses, transparência 0 sobre quem deixa a empresa, os motivos.. simplesmeste você vai tirar dúvida com seu colega de trabalho e o mesmo não existe mais no chat! Pressão piscicológica em entregar resultados, custe o que custar!"
5632,5631,,18/03/2024 12:50:19,tractian,"Fiz um processo seletivo, fui até a fase final, na qual era um teste presencial 8:00 - 17:00, não tinha nada para eu usar no teste(tive que usar o meu PC) e no final não me ofereceram ÁGUA, pode ser diferenciada para o pessoal do markting, mas engenharia... não vale a pena."
5633,5632,,18/03/2024 13:03:38,tractian,"Eles falam que são empresa remota, porém fazem muita distinção entre quem está trabalhando na empresa em São Paulo e quem está em home office. Ser desenvolver e trabalhar só 8 horas? Jamais, você é um folgado se faz isso. Além de que, se você não baixar a cabeça e fazer exatamente o que os donos querem, mesmo sem eles terem falado para você, então você é burro, incompetente e você devia se colocar no lugar de dono e entender a pressão e as “pikas” que os donos tem que resolver enquanto você tem “só” que fazer seu trabalho."
5634,5633,,27/03/2024 14:14:30,tractian,"Fizeram uma ""War Room"" presencial pra entregar as funcionalidades, 2 semanas insalubres em SP trabalhando das 8 da manhã até as 11 da noite, de segunda a segunda. A galera do backend chegou a varar o dia trabalhando, um cara varou um dia na primeira semana, trabalhou das 7 da manhã de um dia até as 8 da noite do outro dia, e na segunda semana varou mais uma vez, mas dessa vez ""só"" até de tarde. Tudo isso pra receber um ""bônus"" que não dá nem metade do valor das horas extras. ELES NÃO PAGAM HORAS EXTRAS, APENAS BÔNUS."
5635,5634,,27/03/2024 14:29:10,tractian,"Lideres sem skills de liderença, precisa puxar saco do pessoal para ter reconhecimento. CEOs extremamente imaturos."
5636,5635,,27/03/2024 14:14:30,trade na mao,"O mesmo papinho que eles passam pra enganar os clientes, passam pra enganar os funcionarios. Prometem bonus, plr, etc. Confirmam que a equipe fez o necessário pra receber, depois enrolam e nao pagam!"
5637,5636,,25/03/2024 19:00:41,trademaster,"Empresa desorganizada, não respeita seus funcionários, só dá promoção quando você sai da empresa"
5638,5637,,25/03/2024 16:57:12,traive,"Liderança exige que devs trabalhem à noite e até final de semana, não pagam hora extra, sofri assédio moral da liderança e quando reclamei pro RH fui ignorado e depois deu uns meses demitido por um motivo genérico. Várias atitudes anti-éticas dentro da empresa, um dev reprovou no processo seletivo da empresa mas foi contratado mesmo assim por que o pai era amigo dos C-levels"
5639,5638,,26/03/2024 23:57:07,traive,"Tenho muitos anos de experiência e de longe esta é a pior empresa que trabalhei. Gerentes imbecis sem a menor noção de como lidar com pessoas, com prazos tirados da bunda, pressão por esporte e humilhações públicas. RH idem, uma piada conivente com as demais piadas. Alguns colegas de trabalho excelentes, mas os arquitetos e vários leads e staff são um show (de horrores) à parte: egos gigantes, boçalidade sem fim e claro, fechados para qualquer opinião ou sugestão que eles não possam dizer que foi deles. Corram!"
5640,5639,,27/03/2024 05:10:43,transamerica executive hotel,Gerente Marina altamente abusiva. Corram
5641,5640,,27/03/2024 11:00:02,transfero group,"Discrepância salarial entre pessoas do mesmo cargo, você faz o triplo que o seu coleguinha e ganha o equivalente. 3x menos que ele, plano de carreira inexistente e liderança fraca."
5642,5641,,27/03/2024 20:43:18,transportadora print ltda,"Empresa de gestão familiar, tóxica, salários e cargos incompatíveis com a função e área, muitos funcionários com acúmulo de função inclusive de gestão  e não mudam o salário e cargo, não existe estrutura de locação de trabalho, burlam fiscalização trabalhista, pagam rescisão errada ou as vezes nem pagam, falta água para beber ou lavar as mãos/uso do banheiro, sabonete para lavar as mãos e papel higiênico."
5643,5642,,27/03/2024 21:02:16,transportadora print ltda,"Gerentes a maioria são tóxicos, salário baixo e incompatíveis com o mercado, ex.dependendo da área o analista ganha R$ 300,00  ou promovem o funcionário e não atualizam na carteira de trabalho e salário ou auxiliar ganha mais que assistente, não valorizam os funcionários  e descontam tudo o que puderem do salário, gritaria todos os dias"
5644,5643,,27/03/2024 15:13:08,transportes toniato,"ambiente toxico, fazem toxicológico para demitir funcionários"
5645,5644,,27/03/2024 15:13:40,transportes toniato,"mentem na entrevista, remuneração baixissima"
5646,5645,,27/03/2024 20:49:08,traume,Não paga FGTS. Chefe abusivo. Sem organização.
5647,5646,,27/03/2024 22:40:00,travelex,"Cultura tóxica, falta de reconhecimento, depois que  a gestão do Santana chegou lá foi só ladeira abaixo"
5648,5647,,18/03/2024 22:16:22,travelex bank,"Preocupação zero com funcionário, deixam claro que o objetivo é sempre atingir resultados, independente dos meios. Clima de insegurança de emprego, hostilidade entre todas as áreas, RH parece que nem existe. Chefes, isso mesmo, chefes na essência da palavra, que só cobram e não proporcionam uma pergunta sobre como o funcionário está. Pior lugar que já trabalhei na vida, sem dúvidas! E pagam bem, só isso, mas salário nem sempre é tudo."
5649,5648,,27/03/2024 00:47:33,trevo lacteos,"Cara se eu te contar que o líder não sabe nem escrever, pratica abuso de autoridade e racismo, ces acreditam?"
5650,5649,,25/03/2024 17:32:51,triad systems integration,"Atrasava salário, não paga FGTS de 2021, demitiu muitas pessoas e não pagou FGTS e rescisão até hoje. Vários processos trabalhistas em adamento."
5651,5650,,27/03/2024 21:20:01,triad visual,"A dona é louca, grita com os funcionarios, ninguem dura mais de 1 ano la."
5652,5651,,27/03/2024 22:06:07,triadd soluções sustentáveis,"Exploram funcionários, nao paga hora extras, chefes sem perfil de lideres e são assediadores."
5653,5652,,27/03/2024 21:53:08,tribunal de justiça do rio de janeiro,Pressão psicológica e assédio
5654,5653,,27/03/2024 22:37:40,tribunal de justica sp,"Pessoas mal educadas, tem assédio moral, pouco conhecimento e arrogantes"
5655,5654,,20/03/2024 12:46:45,trinus co,Desvalorização profissional e funcionários com multiplas funções recebendo por apenas 1.
5656,5655,,27/03/2024 14:53:57,trio propaganda,"A dona da agência não tem preparação nenhuma, não sabe instruir os funcionários para que exerçam melhor a sua função. Atraso de pagamento, não paga certo o FGTS. Ela inclusive, fica falando mal de um funcionário pro outro gerando desgaste emocional em todos. Engana os clientes, prometendo que vai entregar uma demanda mas no fim solicita tudo de última hora para os funcionários se matarem de fazer hora extra por causa de desvio de informação."
5657,5656,,27/03/2024 22:56:10,trisolo,ASSÉDIO SEXUAL
5658,5657,,25/03/2024 14:55:47,trocafone,"Empresa completamente xenofóbica. Grande parte dos funcionarios eram argentinos e promoveram um layoff em massa para tirar todos os argentinos da empresa, com discursos claros e diretos dizendo que argentinos são burros, incompetentes e preguiçosos. Prometem mil e uma coisas na contratação e não cumprem logo na primeira semana. Pagam de empresa com cultura legal e descontraida, mas fazem pressão e ameaças de demissão o tempo inteiro."
5659,5658,,27/03/2024 15:15:17,trocafone,"Empresa completamente desestruturada, gestão imatura na maioria dos departamentos. Não existe copa na empresa e quem quiser levar marmita é orientado a comer na rua em uma praça pública onde possui duas mesas de jogo de xadrez. RH sem cuidado algum com o colaborador."
5660,5659,,26/03/2024 22:43:42,tron informática,"Falam que tem plano de cargos e salários, mas só na cabeça dos gestores. Querem pagar salário de Júnior e cobrar trampo de sênior. Fora o acúmulo de função né..."
5661,5660,,27/03/2024 21:43:19,trox,"Pra subir tem que ser amiguinho do gerente, fazer parte do clubinho. Gerente se aproveita dos funcionários pra aumentar nível do cargo e não sobe equipe. Quase metade do PLR é descontado se vc pega atestado pq ficou doente, não importa o quanto entrega."
5662,5661,,27/03/2024 18:41:07,trucks control,"Liderança toxica, em total desacordo com as políticas internas. Diretoria tem conhecimento e nao faz nada a respeito."
5663,5662,,27/03/2024 21:36:19,truckvan,"Ma gestão de PCP, é uma empresa de linha de produção..tem algum departamento que ficam parado aguardo peça..só perdem dinheiro"
5664,5663,,18/03/2024 10:25:09,try,Quer que trabalhe enquanto estiver acordado
5665,5664,,18/03/2024 10:26:37,trybe,"A Trybe recebeu um grande aport e geriu mal, com isso fez uma contratação gigantesca (+ de 700 pessoas em 3 meses) porem não conseguiu sustentar e com isso jogou todos os seus valores no lixo, começou a tratar mal os colaboradores,  demissões silenciosas (no meu caso o lider do meu lider, que eu nunca tinha falado antes, me mandou embora me culpando pela demissão, segundo ele o motivo foi 'performance') como consequência disso de uma única vez mandou embora 350 pessoas e as ""melhores"" pessoas q eles manteram pediram demissão."
5666,5665,,25/03/2024 19:36:11,tsa cargo,"Paga mal demais, gerente decadente, cultura de exploração e muito machismo. TSA NUNCA MAIS!"
5667,5666,,25/03/2024 19:39:35,tsa cargo,Exploradores. Família Scremin se orgulha em pagar mal todo mundo.
5668,5667,,25/03/2024 19:52:05,tsplus brasil,"Empresa Desumana - Faz pressão piscologica para funcionários não irem ao médico quando estão doentes, nem mesmo perguntam se a pessoa precisa de ajuda ou se melhorou, mandam parar de ir em consultas com ameaças indiretas de demissão"
5669,5668,,27/03/2024 11:10:35,tubarão atacadao,Não existe feriado na empresa
5670,5669,,27/03/2024 17:08:42,tunts,"Sócios contratam até o namorado para cargo de liderança. Existe muita falta de profissionalismo e prestadores de serviços não são lembrados, pois são extremamente ingratos. Se oferecer favor vira obrigação depois. A empresa oferece serviços para gringos e pagam uma merreca de salário. Exibem óculos pro vision nas redes sociais, mas não investem em softwares ou acessos de contas para o time."
5671,5670,,27/03/2024 12:27:28,tunts/aoa,"Panelinha entre os C-level, gerência e funcionários. Bastante favorecimento entre eles, preferência descarada de contratações por indicação e nepotismo. Comunicação ineficaz e violenta. Salários baixos, sem plano de carreira. Estagiários não possuem muitos benefícios."
5672,5671,,18/03/2024 13:39:01,tuper s.a,"Nepotismo, injustiças, assédio, ambiente tóxico, falta de oportunidade, tratamento diferente, forçam agenda política."
5673,5672,,27/03/2024 14:30:02,turbi,"Assédio moral, ameaças de desligamento, agressão verbal, assédio sexual, casos denunciados e abafados pela diretoria, pejotização, CEO diz “se você não quebrar em um mês, está trabalhando errado”, cultura do burnout."
5674,5673,,27/03/2024 15:15:10,turbi,"Assédio moral, Assédio sexual, Gestores chefes e não líderes, Gestores altamente despreparados para lidar com pessoas, processos e tecnologias."
5675,5674,,27/03/2024 14:36:24,turbi aluguel de carros,"Head de RH, Head de Cx completamente despreparados, não sabem lidar com as pessoas, uma cultura escravgista e de burnout, pessoas que antes tinham escala com direito a descanso aos fins de semana, passaram a folgar 1x ao mês, e as outraa seguem no meio da semana, todos adoecidos mentalmente, pedidos de demissões constantes, demissoes descabidas ao invés de enteder e desenvolver preferem mandar embora. Altamente tóxica e altamente prejucidal para a saude mental. Acham que com festas regadas a alcool amenizaria algo. Fujam dessa empresa!!!!"
5676,5675,,27/03/2024 17:24:07,tv dos trabalhadores,Me demitiu no meio de um tratamento contra o cancer
5677,5676,,27/03/2024 12:44:02,tv integração - afiliada rede globo,"Setores com maioria de funcinários homens, incluindo chefia misógina que fazem piadinhas homofóbicas pelos corredores, piadinhas machistas e continuam ocupando esses lugares porque ninguém tem coragem de denunciar, o máximo que acontece é uma suspensão. Assédio Moral por parte da chefia."
5678,5677,,26/03/2024 22:36:09,tw espumas (woodbridge group),"Empresa tóxica, especialmente na linha de produção, a remuneração é muito baixa, falsas promessas de crescimento profissional e excesso de procedimentos de trabalho. Cheguei até mesmo a chorar uma semana antes da minha demissão por cobrança excessiva da liderança."
5679,5678,,27/03/2024 15:04:52,twygo,"Chefes não sabem o que tão fazendo, pessoal acha que é pleno ou senior com conhecimento de Junior, lider de QA acha que é foda mas é tóxica para um caramba, e ainda na festa de final de ano por ser remoto, pagaram para todos funcionarios para estarem lá, e só no meu caso de ser longe eu tinha que desembolsar."
5680,5679,,18/03/2024 10:28:59,uber,"Rebaixamento de cargo, disparidade salarial, demissão em massa, recontratação como PJ e terceirizado do terceiro, métricas falsas, diretoria despreparada com produto brasileiro, processos no ministério do trabalho"
5681,5680,,25/03/2024 17:23:05,uber,"Assédio moral, expoe no chat do time quando tu erra, gerencia zoada usando PR como métrica de performance, cobrando que esteja em reuniao em horário de almoço, apressando você a entregar as coisas rápido e esperam que saiba tudo de uma codebase ENORME em 1 semana"
5682,5681,,27/03/2024 12:39:13,uber,"Lixo total de empresa. Explora motorista, cópia funcionalidades da concorrência na cara dura."
5683,5682,,27/03/2024 20:44:36,ubots,"Assédio moral até com estagiários, obrigando a ler livros de 500 pg e resumir por semana, além de fazer tarefas pra eles, e ter que apresentar depois. O cara que faz isso ainda é um dos donos. Péssimo lugar"
5684,5683,,27/03/2024 22:01:39,ubs prefeito juan pio germano ezequiel (esteio),"Coordenação fraca e opressora! Não trabalham as diferenças de equipe, pelo contrário contribui falando mal dos servidores, colocando uns contra os outros! Não desenvolve habilidades da equipe, pelo contrário! Indica pra cursos e cargos somente seus puxa saco! Não paga uma lembrancinha nos dias especiais;e sequer trabalha a equidade entre as diferenças. Não respeita o que prega o humaniza SUS, sendo narcisista e autoritária e coloca a culpa no secretário da saúde sempre, pra se safar!"
5685,5684,,27/03/2024 00:16:53,ucloud brasil,"Liderança extremamente desrespeitosa, tive que implorar trocar de head para conseguir executar meu trabalho e mesmo assim ele continuou me perseguindo e fazendo a minha caveira apenas por eu ter contestado algumas visões e ""previsões"". Empresa está confiando em chefes antiquadros e que não sabem lidar com diferentes culturas. Apenas profissional que são puxa sacos e que concordam com qualquer decisão mesmo que claramente esteja errada permanecem. Em menos de 1 ano de operação já houveram várias demissões e pedidos de demissões, sem contas pessoas que como eu pediram para trocar de líder."
5686,5685,,18/03/2024 11:27:21,uds,"Microgerenciamento, apontar horas tarefas em 2 lugares diferentes,"
5687,5686,,18/03/2024 14:14:31,uds,Empresa contrata PJ e faz micro gerenciamento ao nível de chamar sua atenção se ficar ausente por minutos no Discord.
5688,5687,,18/03/2024 15:42:01,uds tecnologia,"Selo GPTW é só enfeite. Cultura pobre, gestão fraca."
5689,5688,,25/03/2024 17:26:58,uds tecnologia,"Horas extras não são pagas, são transformadas em banco de horas. A empresa obriga apontar horas às tarefas que realiza, se ficar sem tarefas, mesmo que por culpa deles, você é posto contra a parede caso não tenha banco de horas para suprir as horas sem tarefas. Usam as horas apontadas e o percentual de bugs/retrabalho para atribuir uma pontuação, se você não bate a pontuação mínima (95%) é chamado à atenção, pressionado e em alguns casos de as horas apontadas não baterem 44h semanais, é abatido no seu salário. Você é obrigado a estar online no discord o tempo todo, e em alguma das salas de voz da sua squad, mesmo que mutado."
5690,5689,,27/03/2024 11:04:37,uds tecnologia,"A empresa não parece valorizar muito o comprometimento com os funcionários. Apesar de um ""pacote"" de horas de trabalho acordado anteriormente, é necessário registrar cada segundo gasto em uma tarefa. Se não houver tarefa disponível devido à desorganização da gestão, o prejuízo é seu. Quando se busca orientação sobre o que fazer, a gestão sugere pedir a outro desenvolvedor por tarefas, caso ele esteja disposto a compartilhar. Isso passa a impressão de que estar contratado é mais um favor que a empresa faz do que uma necessidade real. Além disso, se você não for especialista em frameworks de JavaScript, a situação complica ainda mais, sem tarefas disponíveis e com a expectativa de ficar online no Discord sem remuneração."
5691,5690,,25/03/2024 19:48:18,uff,Nao pode falar mal do pai lule O AMOR VENCEU
5692,5691,,27/03/2024 15:08:34,ufrj,"Se você não for do sindicato ou ter apadrinhado não é possível progressão de carreira. Penalização por publicações cientificas que consideram ""ruins"". Universidade vassala que vive de nome."
5693,5692,,27/03/2024 22:53:35,uhg unitedhealth brasil,Liderança fraca
5694,5693,,27/03/2024 10:10:58,uhuu.com,"Gestão tóxica e incompetente com delírio de grandeza, além do RH ser completamente conivente com tudo que os Heads das áreas fazem. Demitem as pessoas mais competentes e engajadas da empresa pra deixar outros por puro coleguismo e síndrome de herói. Nunca vai ir pra frente como empresa com a desorganização deles. Qualquer empresa do Grupo Four/4All tem o mesmo perfil de pessoa. Se algum dia você cogitar trabalhar numa empresa deles, só te digo que tem coisa bem melhor no mercado pra você."
5695,5694,,19/03/2024 08:29:10,umbler,"Não paga sobreaviso, mas exige atendimento de plantão. Falta de organização, salários baixos, colocam pessoas desqualificadas como líderes. Uma vez queriam obrigar os profissionais de TI a assinarem um termo que seria descontado R$100,00 de cada um para cada senha fraca que fosse encontrada. Também já foi dito que se fosse para trabalhar mais, não era pra bater o ponto."
5696,5695,,25/03/2024 16:25:54,umbler,"Demitiram metade da empresa em dezembro de 2022 e depois vieram com papo de que são people-centric, olham para as pessoas e não só pra números"
5697,5696,,27/03/2024 21:28:08,umbler,"CEO acha que é super inteligente, a real é que só deu sorte, é um bananão. Apostou a vida de 150 pessoas e teve de demitir mais de metade. Antes do CEO fazer merda era uma empresa muito boa, depois disso foi só decaindo bem rápido. É a melhor empresa que já trabalhei, até virar a pior. Das lideranças acho que só podemos salvar a Sra K."
5698,5697,,27/03/2024 10:52:49,under control filmes,"Ambiente tóxico, dono explorador de mão de obra barata e inexperiente perante aos direitos. Abuso mental/psicológico de forma que se você não der sua vida para a empresa é ameaçado de ser mandado embora todos os dias. Se um funcionário opta por sair porque recebeu uma proposta melhor, esse funcionário passa a ser mal falado pelo dono para todos da equipe"
5699,5698,,26/03/2024 22:57:59,under control filmes,"O dono é picareta, pau no cooler, impressa totalmente irregular, acha q se paga seu salário vc tem q fazer. Tudo, péssima"
5700,5699,,27/03/2024 18:15:26,uniandrade,"Não pagam direito os funcionários, parcelam todas as verbas possíveis"
5701,5700,,27/03/2024 16:55:07,união gonçalves,Não elogiam o seu trabalho com medo de vc pedir aumento.
5702,5701,,27/03/2024 15:28:29,união química farmacêutica nacional s/a,"Empresa familiar, o dono berra com funcionários, demite a hora que ele quiser. Os “gestores” não tem nenhuma competência de liderança, o puxa-sacos vencem."
5703,5702,,27/03/2024 22:31:33,união química internacional,"Liderança com valores deturpados, tornando ambiente tóxico e com valores rasos."
5704,5703,,27/03/2024 17:35:22,unicesumar,"TEM QUE SER BOLSONARISTA, VENERAR O BOLSONARO E FAZER CAMPANHA - NÃO CONTRARAM ALUNOS DE UNIVERSIDADE FEDERAL"
5705,5704,,27/03/2024 21:19:41,unicesumar,"Baixa remuneração, zero benefícios, nenhuma possibilidade de promoção"
5706,5705,,18/03/2024 18:03:47,unicesumar - maringá,"Microgerenciamento, o que nao falta é Aspone(acessor de porra nemhuma) os Heads de TI sao pessimos, só estao lá por cargos de confiança e amizade, trabalham 1hr por dia enquanto o resto da peaozada sua a camisa pra bater ponto e correr atras dos prazos tirados do fiofó dos Heads"
5707,5706,,27/03/2024 17:40:31,unicesumar - maringá + polos,"DONO É UM COACH METIDO A RELIGIOSO, TODOS BOLSONARISTAS, VOCE TBM TEM QUE SER BOLSONARISTA, METAS DO CARALHO QUE TIRAM O SEU CORO,"
5708,5707,,18/03/2024 12:26:58,unico id tech,Comportamento do CEO ao criar panelas e excluir profissionais dos seus próprios projetos gera burnout e conflitos internos.
5709,5708,,18/03/2024 11:45:30,unico idtech,"Movimentações se motivo claro, alta gestão sem qualificação, demissões em massa em série, cultura não vivida na prática, gestão abusiva e por ai vai."
5710,5709,,18/03/2024 14:12:57,unico idtech,"Todo um blabla de cultura de que sao uma familia, mas o CEO acorda e decide que quer reestruturar as areas e manda 10% da empresa embora. Isso acontece no minimo 2 vezes por ano. E ainda diz que o problema nao é de caixa e sim que não acredita na estrutura que estava construída."
5711,5710,,20/03/2024 06:28:04,unico idtech,Método de avaliação de performance individual gera competição maior que a colaboração entre os colegas. Isso desencadeia um clima hostil pra trabalhar mesmo sendo com gênios do mercado.
5712,5711,,27/03/2024 08:17:01,unico idtech,"Layoff toda vez, de forma muito recorrente"
5713,5712,,25/03/2024 20:12:57,unidas,Não possuem nenhuma consideração pelos funcionários. São apenas números. Normalizam a humilhação e descartam pessoas como lixo.
5714,5713,,27/03/2024 06:52:40,unidas,"Liderança tóxica e abusiva. Já vi encobertando muito casos de racismo, machismo e assédios"
5715,5714,,27/03/2024 17:09:32,unidas,"O diretor de marketing Antonio Guerardi é um covarde, gosta de humilhar sua equipe na frente de todos, parece que ele é mantido nessa empresa por pura e simplesmente ser amigo do dono, não tem qualificações, arrogante, já deveria ter levado processo por assédio moral, péssimo profissional"
5716,5715,,27/03/2024 20:26:16,unidas,"Coordenadores completamente desperparados para lidar com pessoas, liderança tóxica e abusiva, ambiente cheio de panelinhas formadas aonde os próprios gerentes e coordenadores estao envolvidos, funcionários são assédios mortalmente em feedbacks por conta da demanda, mas a empresa não preenche as vagas em aberto."
5717,5716,,27/03/2024 22:36:37,unidasul,"Paixão por servir é o meu 0vo, empresa sempre cagando e andando para seus ""colaboradores"", água dos bebedores dando dor de barriga custando dar intoxicação, uma colega de trabalho teve que perder o dedo O DEDO, pra tirarem de circulação uma maquina seladora defasada a anos que vivia de gambiarras, o ""vale alimentação "" é uma piada, você ganha um cartão com a função crédito onde você só pode usar única e exclusivamente nos mercados deles, se você tem 300 reais e gastar, no próximo mês você vai ter menos 300 reais na sua folha de pagamento "" ah mas tem 5% de desconto"" enfia no... enfim existe uma "" sacola"" de 110 reais que 5 anos atrás eram 60 reais, exatamente em 5 anos que trabalho lá foram 50 reais de aumento que os grandes líderes acham que estão fazendo um favor pra gente, se você estiver precisando urgentemente até vale a pena, agora está pensando em se aposentar? Plano carreira? Fuja porquê você só vai desperdiçar o seu tempo"
5718,5717,,27/03/2024 10:17:44,unifor - universidade de fortaleza,"Abuso moral, pressao absurda, chefe vai ao banheiro vigiar funcionarios, chefes sem preparo e ao primeiro sinal de ameaça demitem você"
5719,5718,,27/03/2024 14:44:14,unigran,"Meu chefe fez um cara chorar de soluço porque o funcionário pediu demissão chamando de covarde, entre outras coisas"
5720,5719,,27/03/2024 16:20:12,unigran,"Eles nao dao agua, voce tinha que fazer vaquinha para comprar uma galao de agua, era normal trabalhar com muita sede"
5721,5720,,27/03/2024 14:47:28,unigran dourados,"Lavagem de dinheiro, não aceitam transações bancárias e os alunos só podem pagar a mensalidade via boleto ou dinheiro em espécie"
5722,5721,,27/03/2024 16:15:03,unilever,"Liderança tóxica, trabalhava até 3 da manhã para entregar projetos e analises urgentes que era pedidas antes de ir embora. Um gestor falou que eu só fui contratada para cumprir a cota da empresa."
5723,5722,,27/03/2024 16:54:16,unilever,"Trabalho excessivo em algum setores, passando facilmente da carga horario maxima"
5724,5723,,27/03/2024 21:57:45,unilever,"Unilever, o grande U Azul, uma piada em formato de multinacional, gere marcas de forma ridícula e as mata para depois vender, produtos só pioram e para os meros trabalhadores dd fábrica só resta encarar uma gestão junior que só serve para gerar bornout nas pessoas"
5725,5724,,18/03/2024 14:05:43,unimed,"Desorganização, briga de egos e a cultura de culpa, ambiente horrível"
5726,5725,,27/03/2024 10:26:39,unimed,"salários péssimos, desorganização e liderança tóxica, não tem plano de saúde digno para colaboradores mesmo sendo uma empresa de planos de saúde. Não estão nem aí para a saúde e satisfação do colaborador"
5727,5726,,27/03/2024 12:50:32,unimed,"Empresa onde o ""coleguismo"" vale pra tudo, se não for amigo você não vai conseguir promoção ou destaque, ambiente tóxico e machista, RH passa pano para abusos dos superiores, muitos colaboradores com a saúde mental péssima, inclusive tive burnout terrível onde as pessoas do trabalho trataram com desdém e mentira. Além disso muita gente é contratada por ter o QI (quem indica) sendo que trabalha de uma forma lixo. Plano de carreira e promoções praticamente não existem, a Diretoria (médicos) amam cortar TUDO dos colaboradores para encherem o próprio bolso, até COPO reclamam se vc usar de lá, é apenas para visitas. Lá vc só presta se for amiguinho e aceitar qualquer merda que impõe pra você, mesmo que seja abusivo e antiético."
5728,5727,,27/03/2024 22:10:38,unimed,"Ambiente tóxico, onde alguns médicos têm comportamento egocêntrico, se comportando como se fossem deuses, e onde apenas aqueles que os bajulam conseguem permanecer."
5729,5728,,27/03/2024 12:29:35,unimed,"Baixo salário, sobrecarga de trabalho, abuso, assédio moral, abuso de autoridade, entre outros."
5730,5729,,27/03/2024 20:50:10,unimed,"Já fui ameçado de morte por um médico que trabalha na empresa pq o sistema não fazia o que ele queria. Desprearo das gerências em atuar com os times, visam somente dinheiro mesmo trabalhando diariamente com vida das pessoas. Não há comunicação interna, times diferentes atuam totalmente separados sem integração, e não há incentivo algum a compartilhar informações"
5731,5730,,27/03/2024 20:58:00,unimed,"excercicias funções de 3 cargos dentro do ti (dev, po,scrum), o gerente agredia time verbalmete e fisicamete batendo objetos em cabeças  levei a a complice a empresa o protegeu disse que era normal. cultura de egos, muito quem indica e muitos assedios moral e sexual. ambiente hostil principalmnete com mulheres"
